Nash_Equilibrium_Value,Best_Response_Payoff,Exploitability,Best_Response_Team,Support_Size,Support_Percentage,Total_Teams
0.00013356569406684362,0.003268830874518675,0.0031352651804518314,"Fish, Mosquito, Pig",6,0.823045267489712,729
